tmc_row,Country Grouping,B,Country,Region,Machine Line,Machine Line,G,Size Class Flag,Brand Code,J,Reporter Flag,Pri/Sec,Source,FID,MS (%),TM,VCE FID,TM Non-VCE,CHECK 2024,existing_check,computed_check,match_count
4252,GTW,Taiwan,Taiwan,Region Asia,GEW,GPE Excavators Wheeled,,>11T,Hyundai,HYU,Y,P,DES,2,0,0,,,0,0,0,0
4253,GTW,Taiwan,Taiwan,Region Asia,WLO,Wheel Loaders,,<12,Hitachi,HIT,Y,P,DES,10,0,0,,,0,0,0,0
4254,GTW,Taiwan,Taiwan,Region Asia,WLO,Wheel Loaders,,<12,Komatsu,KOM,Y,P,DES,15,0,0,,,0,0,0,0
4255,GTW,Taiwan,Taiwan,Region Asia,WLO,Wheel Loaders,,<12,SDLG,LIN,Y,P,DES,1,0,0,,,0,0,0,0
4256,GTW,Taiwan,Taiwan,Region Asia,WLO,Wheel Loaders,,<12,XCMG,XCM,Y,P,DES,7,0,0,,,0,0,0,0
4257,GTW,Taiwan,Taiwan,Region Asia,WLO,Wheel Loaders,,>12,Caterpillar Inc,,Y,P,DES,1,0,0,,,0,0,0,0
4258,GTW,Taiwan,Taiwan,Region Asia,WLO,Wheel Loaders,,>12,Hitachi,HIT,Y,P,DES,6,0,0,,,0,0,0,0
4259,GTW,Taiwan,Taiwan,Region Asia,WLO,Wheel Loaders,,>12,Komatsu,KOM,Y,P,DES,7,0,0,,,0,0,0,0
4260,GTW,Taiwan,Taiwan,Region Asia,WLO,Wheel Loaders,,>12,Liugong,LIU,Y,P,DES,9,0,0,,,0,0,0,0
4261,GTW,Taiwan,Taiwan,Region Asia,WLO,Wheel Loaders,,>12,Lonking,LON,,P,DES,2,0,0,,,0,0,1,1
4262,GTW,Taiwan,Taiwan,Region Asia,WLO,Wheel Loaders,,>12,SDLG,LIN,Y,P,DES,11,0,0,,,0,0,0,0
4263,GTW,Taiwan,Taiwan,Region Asia,WLO,Wheel Loaders,,>12,SEM,SEM,Y,P,DES,3,0,0,,,0,0,0,0
4264,GTW,Taiwan,Taiwan,Region Asia,WLO,Wheel Loaders,,>12,Volvo,VCE,Y,P,DES,2,0,0,,,0,0,0,0
4265,GTW,Taiwan,Taiwan,Region Asia,WLO,Wheel Loaders,,>12,XCMG,XCM,Y,P,DES,13,0,0,,,0,0,0,0
4266,GUK,United Kingdom,United Kingdom,Region Europe,330,Articulated Haulers,,,Bell,BEL,,P,OHR,110,0,0,,,0,0,1,1
4267,GUK,United Kingdom,United Kingdom,Region Europe,330,Articulated Haulers,,#,Caterpillar Inc,,Y,P,OHR,100,0,0,,,0,0,0,0
4268,GUK,United Kingdom,United Kingdom,Region Europe,330,Articulated Haulers,,#,Develon,DOO,Y,P,OHR,25,0,0,,,0,0,0,0
4269,GUK,United Kingdom,United Kingdom,Region Europe,330,Articulated Haulers,,,Hydrema,HYD,,P,OHR,10,0,0,,,0,0,1,1
4270,GUK,United Kingdom,United Kingdom,Region Europe,330,Articulated Haulers,,#,Komatsu,KOM,Y,P,OHR,24,0,0,,,0,0,0,0
4271,GUK,United Kingdom,United Kingdom,Region Europe,330,Articulated Haulers,,#,Liebherr,LIE,Y,P,OHR,8,0,0,,,0,0,0,0
4272,GUK,United Kingdom,United Kingdom,Region Europe,330,Articulated Haulers,,,OTN,OTN,,P,OHR,14,0,0,,,0,0,1,1
4273,GUK,United Kingdom,United Kingdom,Region Europe,330,Articulated Haulers,,#,Rokbak,,Y,P,OHR,7,0,0,,,0,0,0,0
4274,GUK,United Kingdom,United Kingdom,Region Europe,330,Articulated Haulers,,#,Volvo,VCE,Y,P,OHR,222,0,0,,,0,0,0,0
4275,GUK,United Kingdom,United Kingdom,Region Europe,340,Rigid Haulers,,#,Caterpillar Inc,,Y,P,OHR,14,0,0,,,0,0,0,0
4276,GUK,United Kingdom,United Kingdom,Region Europe,340,Rigid Haulers,,#,Komatsu,KOM,Y,P,OHR,4,0,0,,,0,0,0,0
4277,GUK,United Kingdom,United Kingdom,Region Europe,380,Motor Graders,,#,Case,CAS,Y,P,OHR,2,0,0,,,0,0,0,0
4278,GUK,United Kingdom,United Kingdom,Region Europe,380,Motor Graders,,#,Caterpillar Inc,,Y,P,OHR,6,0,0,,,0,0,0,0
4279,GUK,United Kingdom,United Kingdom,Region Europe,380,Motor Graders,,#,Komatsu,KOM,Y,P,OHR,2,0,0,,,0,0,0,0
4280,GUK,United Kingdom,United Kingdom,Region Europe,410,Backhoe Loaders,,,Case,CAS,,P,OHR,35,0,0,,,0,0,1,1
4281,GUK,United Kingdom,United Kingdom,Region Europe,410,Backhoe Loaders,,,Caterpillar Inc,CAT,,P,OHR,10,0,0,,,0,0,1,1
4282,GUK,United Kingdom,United Kingdom,Region Europe,410,Backhoe Loaders,,,JCB,JCB,,P,OHR,392,0,0,,,0,0,1,1
4283,GUK,United Kingdom,United Kingdom,Region Europe,410,Backhoe Loaders,,,Komatsu,KOM,,P,OHR,2,0,0,,,0,0,1,1
4284,GUK,United Kingdom,United Kingdom,Region Europe,410,Backhoe Loaders,,,Mecalac,MEC,,P,OHR,2,0,0,,,0,0,1,1
4285,GUK,United Kingdom,United Kingdom,Region Europe,410,Backhoe Loaders,,,New Holland,NEW,,P,OHR,10,0,0,,,0,0,1,1
4286,GUK,United Kingdom,United Kingdom,Region Europe,410,Backhoe Loaders,,,OTN,OTN,,P,OHR,29,0,0,,,0,0,1,1
4287,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,Bobcat,BOB,Y,P,OHR,938,0,0,,,0,0,0,0
4288,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,Case,CAS,Y,P,OHR,70,0,0,,,0,0,0,0
4289,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,Caterpillar Inc,,Y,P,OHR,450,0,0,,,0,0,0,0
4290,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,Develon,DOO,Y,P,OHR,461,0,0,,,0,0,0,0
4291,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,Hitachi,HIT,Y,P,OHR,975,0,0,,,0,0,0,0
4292,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,Hyundai,HYU,Y,P,OHR,154,0,0,,,0,0,0,0
4293,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,JCB,JCB,Y,P,OHR,1504,0,0,,,0,0,0,0
4294,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,Kato Imer,KAT,Y,P,OHR,100,0,0,,,0,0,0,0
4295,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,Kobelco,KOB,Y,P,OHR,230,0,0,,,0,0,0,0
4296,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,Komatsu,KOM,Y,P,OHR,149,0,0,,,0,0,0,0
4297,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,Kubota,KUB,Y,P,OHR,3796,0,0,,,0,0,0,0
4298,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,Liugong,LIU,Y,P,OHR,119,0,0,,,0,0,0,0
4299,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,New Holland,NEW,Y,P,OHR,35,0,0,,,0,0,0,0
4300,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,OTN,OTN,,P,OHR,39,0,0,,,1,1,1,1
4301,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,Sany,SNY,Y,P,OHR,700,0,0,,,0,0,0,0
4302,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,Sunward,SUN,Y,P,OHR,231,0,0,,,0,0,0,0
4303,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,Takeuchi,TAK,,P,OHR,1850,0,0,,,1,1,1,1
4304,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,Volvo,VCE,Y,P,OHR,240,0,0,,,0,0,0,0
4305,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,Wacker Neuson,WAN,Y,P,OHR,400,0,0,,,0,0,0,0
4306,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,XCMG,XCM,,P,OHR,109,0,0,,,1,1,1,1
4307,GUK,United Kingdom,United Kingdom,Region Europe,CEX,Compact Excavators,,<6T,Yanmar,YAN,Y,P,OHR,350,0,0,,,0,0,0,0
4308,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Bobcat,BOB,Y,P,OHR,11,0,0,,,0,0,0,0
4309,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Case,CAS,Y,P,OHR,272,0,0,,,0,0,0,0
4310,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Caterpillar Inc,,Y,P,OHR,725,0,0,,,0,0,0,0
4311,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Develon,DOO,Y,P,OHR,444,0,0,,,0,0,0,0
4312,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Eurocomach,EUR,Y,P,OHR,2,0,0,,,0,0,0,0
4313,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Hitachi,HIT,Y,P,OHR,765,0,0,,,0,0,0,0
4314,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Hyundai,HYU,Y,P,OHR,193,0,0,,,0,0,0,0
4315,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,JCB,JCB,Y,P,OHR,829,0,0,,,0,0,0,0
4316,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Kobelco,KOB,Y,P,OHR,636,0,0,,,0,0,0,0
4317,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Komatsu,KOM,Y,P,OHR,395,0,0,,,0,0,0,0
4318,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Kubota,KUB,Y,P,OHR,688,0,0,,,0,0,0,0
4319,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Liebherr,LIE,Y,P,OHR,75,0,0,,,0,0,0,0
4320,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Liugong,LIU,Y,P,OHR,155,0,0,,,0,0,0,0
4321,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Mecalac,MEC,Y,P,OHR,3,0,0,,,0,0,0,0
4322,GUK,United Kingdom,United Kingdom,Region Europe,GEC,Crawler Excavators,,>6T,OTN,OTN,,P,OHR,216,0,0,,,0,0,1,1
4323,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Sany,SNY,Y,P,OHR,335,0,0,,,0,0,0,0
4324,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Sunward,SUN,Y,P,OHR,63,0,0,,,0,0,0,0
4325,GUK,United Kingdom,United Kingdom,Region Europe,GEC,Crawler Excavators,,>6T,Takeuchi,TAK,,P,OHR,210,0,0,,,0,0,1,1
4326,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Volvo,VCE,Y,P,OHR,468,0,0,,,0,0,0,0
4327,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Wacker Neuson,WAN,Y,P,OHR,90,0,0,,,0,0,0,0
4328,GUK,United Kingdom,United Kingdom,Region Europe,GEC,Crawler Excavators,,>6T,XCMG,XCM,,P,OHR,65,0,0,,,0,0,1,1
4329,GUK,United Kingdom,United Kingdom,Region Europe,GEC,GPE Excavators Crawled,,>6T,Yanmar,YAN,Y,P,OHR,60,0,0,,,0,0,0,0
4330,GUK,United Kingdom,United Kingdom,Region Europe,GEW,GPE Excavators Wheeled,,>6T,Case,CAS,Y,P,OHR,12,0,0,,,0,0,0,0
4331,GUK,United Kingdom,United Kingdom,Region Europe,GEW,GPE Excavators Wheeled,,>6T,Caterpillar Inc,,Y,P,OHR,50,0,0,,,0,0,0,0
4332,GUK,United Kingdom,United Kingdom,Region Europe,GEW,GPE Excavators Wheeled,,>6T,Develon,DOO,Y,P,OHR,39,0,0,,,0,0,0,0
4333,GUK,United Kingdom,United Kingdom,Region Europe,GEW,Wheeled Excavators,,>6T,Fuchs,FUH,,P,OHR,20,0,0,,,0,0,1,1
4334,GUK,United Kingdom,United Kingdom,Region Europe,GEW,GPE Excavators Wheeled,,>6T,Hitachi,HIT,Y,P,OHR,10,0,0,,,0,0,0,0
4335,GUK,United Kingdom,United Kingdom,Region Europe,GEW,GPE Excavators Wheeled,,>6T,Hyundai,HYU,Y,P,OHR,18,0,0,,,0,0,0,0
4336,GUK,United Kingdom,United Kingdom,Region Europe,GEW,GPE Excavators Wheeled,,>6T,JCB,JCB,Y,P,OHR,56,0,0,,,0,0,0,0
4337,GUK,United Kingdom,United Kingdom,Region Europe,GEW,GPE Excavators Wheeled,,>6T,Komatsu,KOM,Y,P,OHR,30,0,0,,,0,0,0,0
4338,GUK,United Kingdom,United Kingdom,Region Europe,GEW,GPE Excavators Wheeled,,>6T,Liebherr,LIE,Y,P,OHR,75,0,0,,,0,0,0,0
4339,GUK,United Kingdom,United Kingdom,Region Europe,GEW,GPE Excavators Wheeled,,>6T,Mecalac,MEC,Y,P,OHR,5,0,0,,,0,0,0,0
4340,GUK,United Kingdom,United Kingdom,Region Europe,GEW,GPE Excavators Wheeled,,>6T,Sany,SNY,Y,P,OHR,8,0,0,,,0,0,0,0
4341,GUK,United Kingdom,United Kingdom,Region Europe,GEW,Wheeled Excavators,,>6T,Takeuchi,TAK,,P,OHR,12,0,0,,,0,0,1,1
4342,GUK,United Kingdom,United Kingdom,Region Europe,GEW,GPE Excavators Wheeled,,>6T,Volvo,VCE,Y,P,OHR,33,0,0,,,0,0,0,0
4343,GUK,United Kingdom,United Kingdom,Region Europe,GEW,GPE Excavators Wheeled,,>6T,Yanmar,YAN,Y,P,OHR,2,0,0,,,0,0,0,0
4344,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,<10,Bobcat,BOB,Y,P,OHR,7,0,0,,,0,0,0,0
4345,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,<10,Case,CAS,Y,P,OHR,5,0,0,,,0,0,0,0
4346,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,<10,Caterpillar Inc,,Y,P,OHR,15,0,0,,,0,0,0,0
4347,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,<10,Claas,,Y,P,OHR,5,0,0,,,0,0,0,0
4348,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,<10,Develon,DOO,Y,P,OHR,5,0,0,,,0,0,0,0
4349,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,<10,Dieci,DIE,,P,OHR,15,0,0,,,0,0,0,0
4350,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,<10,JCB,JCB,Y,P,OHR,76,0,0,,,0,0,0,0
4351,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,<10,Kramer,KRA,Y,P,OHR,65,0,0,,,0,0,0,0
4352,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,<10,Kubota,KUB,Y,P,OHR,19,0,0,,,0,0,0,0
4353,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,<10,Liebherr,LIE,Y,P,OHR,3,0,0,,,0,0,0,0
4354,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,<10,Manitou,MTU,Y,P,OHR,24,0,0,,,0,0,0,0
4355,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,<10,New Holland,NEW,Y,P,OHR,3,0,0,,,0,0,0,0
4356,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,<10,Tobroco Machines,TOB,,P,OHR,25,0,0,,,0,0,0,0
4357,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,<10,Volvo,VCE,Y,P,OHR,2,0,0,,,0,0,0,0
4358,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,<10,Wacker Neuson,WAN,Y,P,OHR,10,0,0,,,0,0,0,0
4359,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,>10,Atlas Weyhausen,ATW,Y,P,OHR,1,0,0,,,0,0,0,0
4360,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,>10,Case,CAS,Y,P,OHR,75,0,0,,,0,0,0,0
4361,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,>10,Caterpillar Inc,,Y,P,OHR,105,0,0,,,0,0,0,0
4362,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,>10,Claas,,Y,P,OHR,2,0,0,,,0,0,0,0
4363,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,>10,Develon,DOO,Y,P,OHR,95,0,0,,,0,0,0,0
4364,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,>10,Dieci,DIE,,P,OHR,2,0,0,,,0,0,1,1
4365,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,>10,Hyundai,HYU,Y,P,OHR,60,0,0,,,0,0,0,0
4366,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,>10,JCB,JCB,Y,P,OHR,172,0,0,,,0,0,0,0
4367,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,>10,Komatsu,KOM,Y,P,OHR,35,0,0,,,0,0,0,0
4368,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,>10,Kramer,KRA,Y,P,OHR,8,0,0,,,0,0,0,0
4369,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,>10,Liebherr,LIE,Y,P,OHR,25,0,0,,,0,0,0,0
4370,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,>10,Liugong,LIU,Y,P,OHR,19,0,0,,,0,0,0,0
4371,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,>10,New Holland,NEW,Y,P,OHR,3,0,0,,,0,0,0,0
4372,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,>10,OTN,OTN,,P,OHR,6,0,0,,,0,0,1,1
4373,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,>10,Volvo,VCE,Y,P,OHR,293,0,0,,,0,0,0,0
4374,GUK,United Kingdom,United Kingdom,Region Europe,WLO,Wheel Loaders,,>10,Wacker Neuson,WAN,Y,P,OHR,5,0,0,,,0,0,0,0
4375,GUS,USA,United States,Region North America,330,Articulated Haulers,,#,Bell,BEL,Y,P,OHR,580,0,0,,,0,0,0,0
4376,GUS,USA,United States,Region North America,330,Articulated Haulers,,#,Caterpillar Inc,,Y,P,OHR,2050,0,0,,,0,0,0,0
4377,GUS,USA,United States,Region North America,330,Articulated Haulers,,#,Deere,JOH,Y,P,OHR,980,0,0,,,0,0,0,0
4378,GUS,USA,United States,Region North America,330,Articulated Haulers,,#,Develon,DOO,Y,P,OHR,59,0,0,,,0,0,0,0
4379,GUS,USA,United States,Region North America,330,Articulated Haulers,,,Hydrema,HYD,,P,OHR,60,0,0,,,0,0,1,1
4380,GUS,USA,United States,Region North America,330,Articulated Haulers,,#,Hyundai,HYU,Y,P,OHR,10,0,0,,,0,0,0,0
4381,GUS,USA,United States,Region North America,330,Articulated Haulers,,#,Komatsu,KOM,Y,P,OHR,350,0,0,,,0,0,0,0
4382,GUS,USA,United States,Region North America,330,Articulated Haulers,,,OTN,OTN,,P,OHR,12,0,0,,,0,0,1,1
4383,GUS,USA,United States,Region North America,330,Articulated Haulers,,#,Rokbak,,Y,P,OHR,144,0,0,,,0,0,0,0
4384,GUS,USA,United States,Region North America,330,Articulated Haulers,,#,Volvo,VCE,Y,P,OHR,1255,0,0,,,0,0,0,0
4385,GUS,USA,United States,Region North America,340,Rigid Haulers,,#,Caterpillar Inc,,Y,P,OHR,300,0,0,,,0,0,0,0
4386,GUS,USA,United States,Region North America,340,Rigid Haulers,,#,Hitachi,HIT,Y,P,OHR,5,0,0,,,0,0,0,0
4387,GUS,USA,United States,Region North America,340,Rigid Haulers,,#,Komatsu,KOM,Y,P,OHR,170,0,0,,,0,0,0,0
4388,GUS,USA,United States,Region North America,340,Rigid Haulers,,#,Liebherr,LIE,Y,P,OHR,5,0,0,,,0,0,0,0
4389,GUS,USA,United States,Region North America,340,Rigid Haulers,,,OTN,OTN,,P,OHR,13,0,0,,,0,0,1,1
4390,GUS,USA,United States,Region North America,340,Rigid Haulers,,,Rimpull,RIM,,P,OHR,5,0,0,,,0,0,1,1
4391,GUS,USA,United States,Region North America,340,Rigid Haulers,,#,Volvo,VCE,Y,P,OHR,2,0,0,,,0,0,0,0
4392,GUS,USA,United States,Region North America,380,Motor Graders,,#,Case,CAS,Y,P,OHR,45,0,0,,,0,0,0,0
4393,GUS,USA,United States,Region North America,380,Motor Graders,,#,Caterpillar Inc,,Y,P,OHR,1175,0,0,,,0,0,0,0
4394,GUS,USA,United States,Region North America,380,Motor Graders,,#,Deere,JOH,Y,P,OHR,1050,0,0,,,0,0,0,0
4395,GUS,USA,United States,Region North America,380,Motor Graders,,#,Komatsu,KOM,Y,P,OHR,70,0,0,,,0,0,0,0
4396,GUS,USA,United States,Region North America,380,Motor Graders,,,Leeboy,LEE,,P,OHR,10,0,0,,,0,0,1,1
4397,GUS,USA,United States,Region North America,380,Motor Graders,,,OTN,OTN,,P,OHR,85,0,0,,,0,0,1,1
4398,GUS,USA,United States,Region North America,380,Motor Graders,,#,Sany,SNY,Y,P,OHR,55,0,0,,,0,0,0,0
4399,GUS,USA,United States,Region North America,380,Motor Graders,,,Weiler,WEL,,P,OHR,10,0,0,,,0,0,1,1
4400,GUS,USA,United States,Region North America,410,Backhoe Loaders,,,Case,CAS,,P,OHR,1550,0,0,,,0,0,1,1
4401,GUS,USA,United States,Region North America,410,Backhoe Loaders,,,Caterpillar Inc,CAT,,P,OHR,2010,0,0,,,0,0,1,1
4402,GUS,USA,United States,Region North America,410,Backhoe Loaders,,,Deere,JOH,,P,OHR,2440,0,0,,,0,0,1,1
4403,GUS,USA,United States,Region North America,410,Backhoe Loaders,,,JCB,JCB,,P,OHR,608,0,0,,,0,0,1,1
4404,GUS,USA,United States,Region North America,410,Backhoe Loaders,,,Komatsu,KOM,,P,OHR,100,0,0,,,0,0,1,1
4405,GUS,USA,United States,Region North America,410,Backhoe Loaders,,,Liugong,LIU,,P,OHR,45,0,0,,,0,0,1,1
4406,GUS,USA,United States,Region North America,410,Backhoe Loaders,,,Manitou,MTU,,P,OHR,5,0,0,,,0,0,1,1
4407,GUS,USA,United States,Region North America,410,Backhoe Loaders,,,New Holland,NEW,,P,OHR,235,0,0,,,0,0,1,1
4408,GUS,USA,United States,Region North America,410,Backhoe Loaders,,,OTN,OTN,,P,OHR,107,0,0,,,0,0,1,1
4409,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Bobcat,BOB,Y,P,OHR,12045,0,0,,,0,0,0,0
4410,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Case,CAS,Y,P,OHR,1200,0,0,,,0,0,0,0
4411,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Caterpillar Inc,,Y,P,OHR,6895,0,0,,,0,0,0,0
4412,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Deere,JOH,Y,P,OHR,7160,0,0,,,0,0,0,0
4413,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Develon,DOO,Y,P,OHR,538,0,0,,,0,0,0,0
4414,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Hitachi,HIT,Y,P,OHR,290,0,0,,,0,0,0,0
4415,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Hyundai,HYU,Y,P,OHR,285,0,0,,,0,0,0,0
4416,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,JCB,JCB,Y,P,OHR,577,0,0,,,0,0,0,0
4417,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Kato Imer,KAT,,P,OHR,440,0,0,,,1,1,1,1
4418,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Kobelco,KOB,Y,P,OHR,530,0,0,,,0,0,0,0
4419,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Komatsu,KOM,Y,P,OHR,1885,0,0,,,0,0,0,0
4420,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Kubota,KUB,Y,P,OHR,13925,0,0,,,0,0,0,0
4421,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Liugong,LIU,Y,P,OHR,55,0,0,,,0,0,0,0
4422,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Mecalac,MEC,Y,P,OHR,70,0,0,,,0,0,0,0
4423,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,New Holland,NEW,Y,P,OHR,550,0,0,,,0,0,0,0
4424,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,OTN,OTN,,P,OHR,234,0,0,,,1,1,1,1
4425,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Sany,SNY,Y,P,OHR,1940,0,0,,,0,0,0,0
4426,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Sunward,SUN,Y,P,OHR,240,0,0,,,0,0,0,0
4427,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Takeuchi,TAK,Y,P,OHR,3675,0,0,,,0,0,0,0
4428,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Volvo,VCE,Y,P,OHR,451,0,0,,,0,0,0,0
4429,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Wacker Neuson,WAN,Y,P,OHR,460,0,0,,,0,0,0,0
4430,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,XCMG,XCM,Y,P,OHR,450,0,0,,,0,0,0,0
4431,GUS,USA,United States,Region North America,CEX,Compact Excavators,,<6T,Yanmar,YAN,Y,P,OHR,2475,0,0,,,0,0,0,0
4432,GUS,USA,United States,Region North America,GEC,GPE Excavators Crawled,,>6T,Bobcat,BOB,Y,P,OHR,1380,0,0,,,0,0,0,0
4433,GUS,USA,United States,Region North America,GEC,GPE Excavators Crawled,,>6T,Case,CAS,Y,P,OHR,800,0,0,,,0,0,0,0
4434,GUS,USA,United States,Region North America,GEC,GPE Excavators Crawled,,>6T,Caterpillar Inc,,Y,P,OHR,6895,0,0,,,0,0,0,0
4435,GUS,USA,United States,Region North America,GEC,GPE Excavators Crawled,,>6T,Deere,JOH,Y,P,OHR,5540,0,0,,,0,0,0,0
4436,GUS,USA,United States,Region North America,GEC,GPE Excavators Crawled,,>6T,Develon,DOO,Y,P,OHR,719,0,0,,,0,0,0,0
4437,GUS,USA,United States,Region North America,GEC,GPE Excavators Crawled,,>6T,Hitachi,HIT,Y,P,OHR,855,0,0,,,0,0,0,0
